 X_force  Z_force    lambda  Y_force    time(sec)
  0.2244   0.1272  35.04490   3.7024  26334.67188
 -0.4789  -0.2314  35.03115   3.4836  26334.67383
 -0.2416  -0.2585  35.15955   3.4028  26334.67773
 -0.0391  -0.1695  34.80445   3.4903  26334.67773
 -0.1997  -0.1599  34.79065   3.5610  26334.67773
 -0.3463  -0.1744  34.97080   3.5105  26334.67773
 -0.0374  -0.0236  34.70280   3.6065  26334.67969
  0.9677   0.2026  34.89015   3.6519  26334.67969
  0.3971   0.3157  34.98610   3.7277  26334.68164
  0.6065   0.4259  35.16920   3.7731  26334.68164
  0.2401   0.2983  35.16630   3.6923  26334.68359
  0.6222   0.2548  34.86175   3.6418  26334.68359
  0.3238   0.0924  34.87175   3.5257  26334.68555
  0.9311   0.1591  34.53235   3.5779  26334.68555
  0.8124   0.0895  34.87470   3.5442  26334.68750
  0.4076  -0.0265  34.77355   3.4701  26334.68750
  0.4913  -0.0845  34.66445   3.4701  26334.68945
  0.3029  -0.0410  34.69530   3.5105  26334.68945
  0.0935   0.0982  34.77765   3.7176  26334.69141
  0.2052   0.1127  34.76630   3.7058  26334.69336
 -0.2834   0.0895  34.87800   3.7176  26334.69531
 -0.4510  -0.0845  35.05370   3.6014  26334.69531
 -0.2834  -0.1048  34.86395   3.6772  26334.69727
 -0.3463  -0.1164  34.87470   3.5913  26334.69727
 -0.5138  -0.1077  34.69430   3.4651  26334.69922
  0.3134   0.0692  34.89555   3.6065  26334.69922
  0.3029   0.1765  34.89465   3.5459  26334.70117
  0.4704   0.2751  34.54540   3.6856  26334.70117
  1.0637   0.2790  35.24175   3.5375  26334.70508
  0.8543   0.2597  35.39690   3.5240  26334.70508
  0.6379   0.1669  34.78850   3.5846  26334.70898
  1.4685   0.3795  34.80345   3.8337  26334.70898
  0.4704   0.2432  34.51330   3.8236  26334.70898
  0.6484   0.1707  34.59545   3.6721  26334.70898
  0.3448   0.2287  34.06995   3.5307  26334.71094
  0.1982   0.1243  34.58175   3.5156  26334.71094
  0.3134   0.0431  34.78135   3.4701  26334.71289
  0.4913   0.1127  34.46600   3.5711  26334.71289
  0.1877   0.0750  34.60680   3.5812  26334.71484
  0.1772   0.0518  34.52290   3.5964  26334.71484
  0.1301   0.0054  34.61410   3.4449  26334.71680
  0.5960   0.0460  34.61525   3.5509  26334.71680
  0.7217  -0.0149  34.42655   3.4802  26334.71875
  1.1771  -0.0468  34.53425   3.6065  26334.71875
  0.2261  -0.0497  34.79355   3.7866  26334.72070
  0.1633   0.0122  34.79835   3.5038  26334.72070
 -0.1648   0.0431  34.91370   3.5711  26334.72461
 -0.0793   0.0518  34.86740   3.6317  26334.72461
  0.3709  -0.1106  34.33870   3.5156  26334.72656
  0.1406  -0.1077  34.62235   3.4449  26334.72656
